"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significance"
29.4187736075682,-0.153847428074016,0.303702693931152,-0.506572484038921,0.612454819063278,0.753590292350297,"0610009B22Rik","Not Significant"
8.75314613765217,0.306252323952238,0.530397527286283,0.577401492648623,0.563668266109667,0.715288418342638,"0610009L18Rik","Not Significant"
28.0813953460164,0.0333242139153976,0.300902566703727,0.110747522962172,0.911816559863877,0.949137636889019,"0610009O20Rik","Not Significant"
22.0195491950131,1.66028436618628,0.382473794825547,4.34091011893656,1.41893760980532e-05,0.000167352224914034,"0610010F05Rik","Upregulated"
128.916281795751,-0.0969313356669772,0.204931950295087,-0.472992793595158,0.636218320530372,0.770719350470386,"0610012G03Rik","Not Significant"
56.6260613939427,-0.291191385299886,0.242669614015786,-1.19994992566701,0.230158788502068,0.388070982562784,"0610030E20Rik","Not Significant"
64.3442120269314,-0.399719399409234,0.23206116037136,-1.7224743630928,0.0849836230100763,0.191608018956583,"0610037L13Rik","Not Significant"
104.07901125777,-1.02328302209551,0.234013656522724,-4.37274916900476,1.22691660958945e-05,0.000147688505801224,"0610040J01Rik","Downregulated"
9.85836840454965,0.246379352079658,0.484157280436239,0.508882881731455,0.610834319533743,0.752617667921477,"1110003F10Rik","Not Significant"
12.0781658941019,0.158504347551389,0.426273292242489,0.371837387976027,0.710013924815274,0.823676114220005,"1110004E09Rik","Not Significant"
53.8406964407276,0.310659597124432,0.250786935024629,1.23873915957353,0.215442111573736,0.37096292751455,"1110004F10Rik","Not Significant"
247.419386164367,0.0918060263995263,0.163656221262951,0.56096875322582,0.574818838589925,0.723886638037703,"1110008F13Rik","Not Significant"
13.9306887524687,0.37095746389442,0.382010444817946,0.97106628608337,0.331515271040559,0.502382243152152,"1110008L16Rik","Not Significant"
68.9047747824959,1.7629494960686,0.375009761981048,4.70107627800284,2.58793812624356e-06,3.89902097374857e-05,"1110008P14Rik","Upregulated"
12.6023508691142,1.21275376185893,0.423218402938673,2.86555063163136,0.004162846973721,0.0188805528428407,"1110012L19Rik","Upregulated"
9.72054614609315,-0.108066746279942,0.497887094938412,-0.217050707637462,0.82816882777232,0.898899026286456,"1110025M09Rik","Not Significant"
20.8119033735356,0.0787823630583688,0.347941239282757,0.22642433308788,0.820871404241699,0.895975670369445,"1110032A03Rik","Not Significant"
11.1804273471528,-1.07080707244833,0.476742718693278,-2.2460900407317,0.0246982411387896,0.0755670718891038,"1110034G24Rik","Not Significant"
115.903974987862,1.14148016708548,0.268076038157292,4.25804624289366,2.06221297052262e-05,0.000230696183923973,"1110038B12Rik","Upregulated"
44.8351120943448,0.161910143709259,0.251949893168655,0.642628348331453,0.520465284010284,0.680810281184717,"1110038F14Rik","Not Significant"
11.4406578644557,-0.243686110336116,0.473063646418577,-0.515123307785307,0.60646685639326,0.748943271492523,"1110051M20Rik","Not Significant"
22.1882366048646,0.499379873791543,0.326138899068305,1.53118770934146,0.125723007509982,0.254469905341439,"1110059E24Rik","Not Significant"
31.013254028443,-0.0908815387440184,0.301429779370768,-0.301501526935171,0.763032085819434,0.859154783232538,"1110059G10Rik","Not Significant"
35.4109748634576,0.685684022981038,0.269758373297812,2.541845187597,0.0110269002424349,0.0408901449641067,"1110065P20Rik","Not Significant"
15.6396560792001,-0.159646132015408,0.411915392729478,-0.387570202117343,0.698334123824139,0.81539238133016,"1190002N15Rik","Not Significant"
14.896327944025,-0.483946867468826,0.432879480313951,-1.11797137419828,0.263579219443192,0.429217617631231,"1190007I07Rik","Not Significant"
9.74785983569529,0.79220950579044,0.484370121580078,1.63554577480162,0.101934687047021,0.217341226137005,"1300002E11Rik","Not Significant"
16.4931448380211,-0.325227005619555,0.395960677000649,-0.821361878869154,0.411440170764928,0.583376814798662,"1500011B03Rik","Not Significant"
74.4425087072707,-0.371668115020308,0.268219697144611,-1.38568538767651,0.165842992007886,0.311197145107607,"1500011K16Rik","Not Significant"
18.3720952702057,0.346906491769483,0.370287410958308,0.936857374847515,0.348831927604012,0.52047326412722,"1600002H07Rik","Not Significant"
22.6376856824794,-0.436255402732372,0.329712886810198,-1.3231372511791,0.185789738675598,0.337113820701002,"1600002K03Rik","Not Significant"
9.58779389008049,-1.1984011437867,0.527117103447596,-2.27350077610571,0.022996019409082,0.0716631510845908,"1600010M07Rik","Not Significant"
58.3051003260385,0.181151873764838,0.256777142507704,0.705482863449977,0.480509792636375,0.648525064732896,"1600012H06Rik","Not Significant"
128.181290083196,-0.710865307366568,0.243892675033233,-2.91466444111003,0.00356071166646492,0.0167755314741697,"1600014C10Rik","Not Significant"
74.1935870605582,0.915913078111821,0.27876209912182,3.28564421417835,0.00101749441283623,0.00611624600341279,"1600020E01Rik","Not Significant"
50.5948603429924,1.84182592574585,0.28437226283456,6.47681284871786,9.36802676751163e-11,4.44196639773229e-09,"1700003F12Rik","Upregulated"
7.63921523094294,0.0929023074265578,0.540709015744188,0.171815717366382,0.863582408608304,0.920648628031291,"1700012D14Rik","Not Significant"
252.365129360724,-0.0913739807930203,0.183288007908205,-0.498526782171055,0.618112797059191,0.757317895767301,"1700017B05Rik","Not Significant"
31.2795243562405,-0.286630663571783,0.306561917641388,-0.93498457269921,0.349796249984151,0.52120701405359,"1700020I14Rik","Not Significant"
31.29374837174,0.228442055477297,0.287011623389232,0.795933115111139,0.426070912307685,0.597659169303955,"1700021F05Rik","Not Significant"
11.5608143588265,-0.407255801354862,0.454216745535664,-0.896611156144364,0.369926442973901,0.542512553780969,"1700028E10Rik","Not Significant"
5.15774847894258,-1.11763563442926,0.745064019720255,-1.50005315630312,0.133600633733504,0.265411212187295,"1700029I15Rik","Not Significant"
15.7194676927749,-1.21486672253865,0.421799913483393,-2.88019670868539,0.00397427123677401,0.0182515573366303,"1700030K09Rik","Downregulated"
11.5646670986228,-0.337397932847805,0.51590306773313,-0.653994817922534,0.513115144237153,0.674027360753656,"1700037C18Rik","Not Significant"
30.3182949432185,0.639463952606539,0.299229379831063,2.13703598546227,0.0325950648462545,0.0933813467486163,"1700037H04Rik","Not Significant"
4.34255725646333,4.17189443483059,0.994424166800541,4.19528665343405,2.72526703494331e-05,0.000292270027249202,"1700042O10Rik","Upregulated"
7.75316572714589,-0.140963434548335,0.522749109976431,-0.269657914012882,0.787423441165421,0.874519920174189,"1700096K18Rik","Not Significant"
6.56378976146498,2.23458148335189,0.621997659925814,3.5925882480304,0.000327409721108202,0.00237632805351338,"1700109H08Rik","Upregulated"
37.1707444087469,-0.0258874780596089,0.272978292077812,-0.09483346775512,0.924447103233557,0.955862341300051,"1700123O20Rik","Not Significant"
67.3490788050711,-1.77331321286186,0.326291926346538,-5.43474437972613,5.48750421043188e-08,1.41598831021117e-06,"1810011H11Rik","Downregulated"
12.6488907830179,-0.884761597278161,0.500561050354707,-1.76753983685147,0.0771378635605908,0.17839682681839,"1810011O10Rik","Not Significant"
17.8662205767721,0.129912408949441,0.363168215790087,0.357719655247946,0.720553122407084,0.831667702508906,"1810013L24Rik","Not Significant"
8.60479655843297,-0.667930779194362,0.520204209561416,-1.28397803577463,0.199149640723101,0.352922935684783,"1810021B22Rik","Not Significant"
25.2872302050988,0.515242868652301,0.33480066432397,1.53895414064569,0.12381549231268,0.251480868382855,"1810022K09Rik","Not Significant"
168.877876822867,0.0227114702040835,0.17672280811102,0.128514652108832,0.897741703666509,0.940956603899109,"1810026B05Rik","Not Significant"
35.4824000853587,0.312562463911249,0.276264262607684,1.13138942026357,0.257891222478562,0.422699054074794,"1810030O07Rik","Not Significant"
64.8941490294413,1.51543922737948,0.226242756171882,6.69828839173162,2.10874797866999e-11,1.15191899817289e-09,"1810032O08Rik","Upregulated"
76.8471242202456,-0.537814715352861,0.231900340977358,-2.31916310724774,0.0203861940281057,0.0653400358856048,"1810037I17Rik","Not Significant"
40.5956934774444,-0.445124573618452,0.274762319582668,-1.62003499713696,0.105224759311371,0.222880833725061,"1810043G02Rik","Not Significant"
15.3047370852458,1.27347807043254,0.436799587486172,2.91547452634179,0.00355148098136211,0.0167462815986388,"1810055G02Rik","Upregulated"
