Geneid	featureCounts on dataset 196: Counts	featureCounts on dataset 190: Counts	featureCounts on dataset 184: Counts	featureCounts on dataset 178: Counts	featureCounts on dataset 172: Counts	featureCounts on dataset 166: Counts	featureCounts on dataset 160: Counts	featureCounts on dataset 154: Counts	featureCounts on dataset 148: Counts
387175	0	0	0	0	0	0	0	0	0
387176	0	0	0	0	0	0	0	0	0
387177	0	0	0	0	0	0	0	0	0
387178	0	0	0	0	0	0	0	0	0
387179	0	0	0	0	0	0	0	0	0
387180	0	0	0	0	0	0	0	0	0
387181	0	0	0	0	0	0	0	0	0
387182	0	0	0	0	0	0	0	0	0
387183	0	0	0	0	0	0	0	0	0
387185	0	0	0	0	0	0	0	0	0
387186	3	0	0	0	0	1	2	0	1
387187	0	0	0	0	0	0	0	0	0
387188	0	0	0	0	0	0	0	0	0
387189	0	0	0	0	0	0	0	0	0
387190	0	0	0	0	0	0	0	0	0
387191	0	0	0	0	0	0	0	0	0
387194	0	0	0	0	0	0	0	0	0
387195	0	0	0	0	0	0	0	0	0
387197	0	0	0	0	0	0	0	0	0
387198	0	0	0	0	0	0	0	0	0
387199	0	0	0	0	0	0	0	0	0
387200	0	0	0	0	0	0	0	0	0
387201	0	0	0	0	0	0	0	0	0
387202	0	0	0	0	0	0	0	0	0
387203	0	0	0	0	0	0	0	0	0
387204	0	0	0	0	0	0	0	0	0
387206	0	0	0	0	0	0	0	1	0
387207	0	0	0	0	0	0	0	0	0
387208	0	0	0	0	0	0	0	0	0
387210	0	0	0	0	0	0	0	0	0
387211	0	0	0	0	0	0	0	0	0
387212	0	0	0	0	0	0	0	0	0
387213	0	0	0	0	0	0	0	0	0
387216	0	0	0	0	0	0	0	1	0
387217	0	1	3	0	0	0	0	0	0
387218	0	0	0	0	0	0	0	0	0
387219	0	2	0	0	1	4	1	1	0
387220	0	0	1	0	0	0	0	0	2
387221	0	0	0	0	0	0	0	0	0
387222	0	0	0	0	0	0	0	0	0
387223	0	0	0	0	0	0	0	0	0
387224	0	0	0	0	0	0	0	0	0
387225	0	0	0	0	0	0	0	0	0
387226	0	0	0	0	0	0	0	0	0
387227	0	0	0	0	0	0	0	0	0
387228	0	0	0	0	0	0	0	0	0
387229	0	0	0	0	0	0	0	0	0
387230	1	0	1	1	0	0	1	0	0
387231	0	0	0	0	0	0	0	0	0
387233	0	0	0	0	0	0	0	0	0
387235	2	0	0	0	1	0	0	0	1
387236	0	0	0	0	0	0	0	0	0
387237	0	0	0	0	0	0	0	0	0
387239	0	0	0	0	0	0	0	0	0
387242	0	0	0	0	0	0	0	0	0
387243	0	0	0	0	0	0	0	0	0
387244	0	0	0	0	0	0	0	0	0
387245	1	5	4	3	0	0	1	0	6
387246	0	0	0	0	0	0	0	0	0
387247	0	0	0	0	0	0	0	0	0
387248	1	2	0	0	0	0	1	0	0
387249	0	0	0	0	0	0	0	0	0
387251	0	1	0	3	0	3	2	0	2
387252	0	0	0	0	0	0	0	0	0
387253	0	0	0	0	0	0	0	0	0
387284	0	0	0	0	0	0	0	0	0
387285	0	0	0	0	0	0	0	0	0
387314	0	0	0	0	0	1	0	3	1
387334	0	0	0	0	0	0	0	0	0
387339	0	0	0	0	0	0	0	0	0
387340	0	0	0	0	0	0	0	0	0
387341	0	0	0	0	0	0	0	0	0
387342	0	0	0	0	0	0	0	0	0
387343	0	0	0	0	0	0	0	0	0
387344	0	0	0	0	0	0	0	0	0
387345	0	0	0	0	0	0	0	0	0
387346	0	0	0	0	0	0	0	0	0
387347	0	0	0	0	0	0	0	0	0
387348	0	0	0	0	0	0	0	0	0
387349	0	0	0	0	0	0	0	0	0
387351	0	0	0	0	0	0	0	0	0
387352	0	0	0	0	0	0	0	0	0
387353	0	0	0	0	0	0	0	0	0
387354	0	0	0	0	0	0	0	0	0
387355	0	0	0	0	0	0	0	0	0
387356	0	0	0	0	0	0	0	0	0
387510	0	0	0	0	0	0	0	0	0
387511	0	0	0	0	0	0	0	0	0
387512	0	0	0	0	0	0	0	0	0
387513	0	0	0	0	0	0	0	0	0
387514	0	0	0	0	0	0	0	0	0
387515	0	0	0	0	0	0	0	0	0
387524	134	244	100	89	134	124	140	119	121
387564	0	0	0	0	0	0	0	0	0
387565	1	0	0	0	0	2	1	0	1
387586	0	0	0	0	0	0	0	0	0
387609	3	4	1	6	2	0	3	4	0
387616	0	0	0	0	0	0	0	0	0
393082	0	0	0	0	1	2	2	1	1
394252	0	0	0	0	0	0	0	0	0
394430	0	0	0	0	0	0	0	0	0
394432	8	5	10	1	4	3	13	6	5
394433	1	0	0	0	2	0	0	0	0
394434	0	0	0	0	0	0	0	0	0
394435	0	0	0	0	0	0	0	0	0
394436	0	0	0	0	0	0	0	0	0
396184	0	0	0	2	0	0	0	1	0
399101	100	145	71	23	34	32	40	45	25
399510	61	96	53	35	44	32	58	63	75
399548	0	4	0	0	0	0	0	0	0
399549	0	0	0	0	0	0	0	0	0
399558	0	3	2	0	0	0	0	1	0
399566	22	24	11	45	74	37	34	36	52
399568	5	15	6	19	4	4	12	8	2
399570	0	0	0	0	0	0	0	0	0
399588	0	0	0	0	0	0	0	0	0
399591	0	0	0	0	0	0	0	0	0
399599	2	3	0	0	0	0	1	1	0
399603	4	7	4	7	8	12	12	10	21
399609	3	10	4	3	2	8	4	7	7
399626	0	0	0	0	0	0	0	0	0
399633	0	1	0	0	0	0	0	0	0
399673	0	0	0	0	0	0	0	0	0
399674	0	0	0	0	0	0	0	0	0
399675	0	0	0	0	0	0	0	0	0
399676	0	0	0	0	0	0	0	0	0
402727	0	0	0	0	0	0	0	0	0
402728	0	0	0	0	0	0	0	0	0
402734	0	0	0	0	0	0	0	0	0
402747	1	5	0	6	2	7	0	1	5
402757	0	0	0	0	0	0	0	0	0
402767	1	1	1	3	3	0	4	7	4
402773	0	0	0	0	0	0	0	0	0
402774	0	0	0	0	0	0	0	0	0
403088	0	0	0	0	0	0	0	0	0
403171	0	0	0	0	0	0	0	0	0
403172	0	0	0	0	0	0	0	0	0
403174	12	25	18	15	23	18	17	11	13
403175	0	0	0	0	0	0	0	0	0
403178	0	2	0	3	0	0	3	2	0
403180	0	0	0	0	0	0	0	0	0
403183	0	0	0	0	0	0	0	0	0
403185	0	0	0	0	0	0	0	0	0
403187	83	129	49	37	49	47	61	53	52
403200	0	0	0	0	0	0	0	0	0
403201	0	0	0	0	0	0	0	0	0
403202	1	1	0	0	0	1	1	0	2
403205	0	0	0	0	0	0	0	0	0
403395	0	0	0	0	0	0	0	0	0
404194	0	0	0	0	0	0	0	0	0
404195	0	0	0	0	0	0	0	0	0
404222	0	0	0	0	0	0	0	0	0
404238	0	0	0	0	0	0	0	0	0
404239	0	0	0	0	0	0	0	0	0
404240	0	0	0	0	0	0	0	0	0
404242	0	0	0	0	0	0	0	0	0
404284	0	0	0	0	0	0	0	0	0
404285	0	0	0	0	0	0	0	0	0
404286	0	0	0	0	0	0	0	0	0
404287	0	0	0	0	0	0	0	0	0
404289	0	0	0	0	0	0	0	0	0
404290	0	0	0	0	0	0	0	0	0
404291	0	0	0	0	0	0	0	0	0
404308	0	0	0	0	0	0	0	0	0
404309	0	0	0	0	0	0	0	0	0
404310	0	0	0	0	0	0	0	0	0
404311	0	0	0	0	0	0	0	0	0
404312	0	0	0	0	0	0	0	0	0
404313	0	0	0	0	0	0	0	0	0
404315	0	0	0	0	0	0	0	0	0
404316	0	0	0	0	0	0	0	0	0
404317	0	0	0	0	0	0	0	0	0
404318	0	0	0	0	0	0	0	0	0
404319	0	0	0	0	0	0	0	0	0
404321	0	0	0	0	0	0	0	0	0
404322	0	0	0	0	0	0	0	0	0
404323	0	0	0	0	0	0	0	0	0
404324	0	0	0	0	0	0	0	0	0
404325	0	0	0	0	0	0	0	0	0
404327	0	0	0	0	0	0	0	0	0
404328	0	0	0	0	0	0	0	0	0
404329	0	0	0	0	0	0	0	0	0
404330	0	0	0	0	0	0	0	0	0
404331	0	0	0	0	0	0	0	0	0
404335	0	0	0	0	0	0	0	0	0
404336	0	0	0	0	0	0	0	0	0
404337	0	0	0	0	0	0	0	0	0
404339	0	0	0	0	0	0	0	0	0
404346	0	0	0	0	0	0	0	0	0
404473	0	0	0	0	0	0	0	0	0
404545	0	0	0	0	0	0	0	1	0
404549	0	0	0	0	0	0	0	0	0
404634	8	11	0	1	0	0	0	3	1
404710	32	35	36	64	79	89	66	53	80
404711	0	1	0	0	0	16	1	1	0
404737	0	0	0	0	0	0	0	0	0
404739	0	0	0	0	0	0	0	0	0
404740	0	0	0	0	0	0	0	0	0
404743	0	0	0	0	0	0	0	0	0
406176	0	0	0	0	0	0	0	0	0
406186	0	0	0	0	0	0	0	0	0
406217	0	0	0	0	0	0	0	0	0
406218	0	0	0	2	2	1	0	0	0
406219	0	0	0	0	0	0	0	0	0
406220	0	0	0	0	0	0	0	0	0
406221	0	0	0	0	0	0	0	0	0
406222	0	0	0	0	0	0	0	0	0
406223	0	0	0	0	0	0	0	0	0
407243	68	120	91	59	110	89	101	45	87
407785	344	410	310	293	322	348	340	364	363
407786	14	17	10	8	4	4	12	6	3
407788	12	12	19	10	26	27	24	26	43
407789	0	0	0	0	0	0	0	0	0
407790	0	0	0	0	0	0	0	0	0
407793	0	0	0	0	0	0	0	0	0
407795	0	0	0	0	0	0	0	0	0
407800	0	0	1	0	0	0	0	0	0
407803	4	18	11	10	17	30	28	15	23
407809	0	0	0	0	0	0	0	0	0
407812	0	0	0	0	0	0	0	0	1
407814	0	0	0	0	0	0	0	0	0
407819	384	479	370	259	461	379	505	378	417
407821	39	44	16	12	31	26	16	22	25
407823	184	239	161	135	264	208	210	211	254
407824	4	12	1	2	2	5	7	0	1
407831	21	13	37	37	98	53	46	26	65
408022	22	58	42	95	80	88	63	87	119
408028	0	0	0	0	0	0	0	0	0
408057	0	0	0	0	0	0	0	0	0
408058	0	0	0	3	0	0	0	1	0
408059	33	48	15	12	12	26	9	9	24
408062	9	7	9	6	12	3	6	6	0
408064	0	0	1	0	0	0	0	0	0
408065	8	7	12	7	6	7	7	28	10
408066	0	1	2	0	0	0	0	0	3
408067	0	0	0	0	1	0	2	0	3
408068	24	36	24	24	20	12	34	37	27
408190	0	0	0	0	0	0	0	0	0
408191	0	0	0	0	0	0	0	0	0
408192	0	0	0	0	0	0	0	0	0
408193	0	0	0	0	0	0	0	0	0
408196	0	0	0	0	0	0	0	0	0
408198	0	0	0	0	0	0	0	0	0
408254	0	0	0	0	0	0	0	0	0
414066	0	1	3	2	1	2	6	0	0
414067	0	0	0	0	1	0	1	4	0
414068	40	26	13	68	156	100	137	53	110
414069	17	11	4	10	4	1	11	11	21
414072	1	4	1	3	0	0	3	0	2
414076	0	2	0	0	2	1	0	0	0
414077	57	44	44	38	50	32	51	45	45
414079	0	0	0	0	0	0	0	0	0
414081	0	0	0	0	0	0	0	0	0
414084	1	15	0	2	0	5	1	1	0
414085	22	53	8	20	59	51	48	21	26
414089	0	0	0	0	0	0	0	0	0
414091	2	3	0	0	0	5	0	0	3
414093	0	0	2	1	1	1	0	0	0
414094	0	0	0	0	0	0	0	0	0
414095	1	0	0	2	2	0	1	0	0
414101	8	57	7	15	11	4	9	15	14
414108	6	20	3	3	9	3	0	8	5
414110	0	0	0	0	0	0	0	0	0
414111	0	0	0	0	0	0	0	0	0
414115	6	9	3	4	2	1	1	8	4
414121	0	0	0	0	0	0	0	0	0
414123	0	0	0	0	0	1	0	0	0
414124	0	0	0	0	0	0	0	0	0
414125	0	0	0	0	0	0	0	0	0
414127	0	0	0	0	0	0	0	0	0
414758	43	33	24	64	79	70	73	73	74
414801	94	128	100	29	24	41	35	18	22
414872	108	183	150	102	155	118	121	109	147
415115	21	27	25	17	52	14	40	33	19
431706	0	0	0	0	0	0	0	0	0
432396	4	13	12	5	13	9	16	4	9
432436	0	0	0	0	0	0	0	0	0
432442	20	40	20	26	25	14	16	29	43
432450	0	0	0	0	0	0	0	0	0
432460	0	0	0	0	0	0	0	0	0
432466	0	0	0	0	0	2	0	0	0
432467	30	60	24	86	128	120	85	77	105
432478	0	0	0	0	0	0	0	0	0
432479	10	28	17	14	8	5	2	14	2
432480	0	0	0	0	0	0	0	0	0
432486	94	161	69	71	96	84	92	89	90
432488	1	0	6	2	0	0	1	3	0
432502	6	6	2	2	5	2	0	2	10
432508	188	374	135	155	188	132	171	169	156
432516	0	0	0	0	0	2	0	3	2
432530	0	1	2	2	9	7	0	3	1
432534	20	73	6	2	1	5	1	3	0
432536	0	0	0	0	0	0	0	0	0
432552	0	0	0	0	0	0	0	0	0
432555	17	21	20	13	13	26	10	13	13
432561	0	0	0	0	0	0	0	0	0
432562	0	0	0	0	0	0	0	0	0
432572	30	50	21	79	110	128	101	122	79
432582	0	1	0	0	0	0	1	0	0
432589	0	0	0	0	0	0	0	0	0
432591	0	0	0	0	0	0	0	0	0
432593	0	0	0	0	0	0	0	0	0
432600	0	0	0	0	0	0	0	0	0
432602	0	0	0	0	0	0	0	0	0
432611	0	0	0	0	0	0	0	0	0
432613	0	0	0	0	0	0	0	0	0
432628	18	19	15	1	0	3	0	1	4
432641	0	0	0	0	0	0	0	0	0
432649	0	0	0	0	0	0	0	0	0
432677	0	0	0	0	0	0	0	0	0
432701	0	0	0	0	0	0	0	0	0
432702	0	0	0	0	0	0	0	0	0
432708	0	0	0	0	0	0	0	0	0
432709	0	0	0	0	0	0	0	0	0
432713	0	0	0	0	0	0	0	0	0
432720	0	0	0	0	0	0	0	0	0
432723	0	0	0	0	0	0	0	0	0
432725	11	8	13	12	8	11	6	11	18
432730	0	0	1	1	0	0	0	1	0
432731	94	112	80	132	188	118	156	146	152
432735	0	0	0	0	0	0	0	0	0
432736	0	0	0	0	0	0	0	0	0
432745	2	0	0	8	1	1	0	1	0
432763	8	38	12	0	0	6	7	2	0
432768	3	2	3	2	1	2	3	4	4
432769	4	4	3	7	4	2	1	4	6
432770	0	0	2	0	0	1	0	0	0
432777	0	0	0	0	0	0	0	0	0
432779	0	0	3	2	4	0	0	0	0
432798	17	11	10	8	16	4	16	10	14
432800	0	0	0	0	0	0	0	0	0
432812	0	0	0	0	0	0	0	0	0
432825	0	0	0	0	0	0	2	0	0
432830	0	0	0	0	0	0	0	0	0
432838	0	0	0	0	0	0	0	0	0
432839	0	0	0	0	0	0	0	0	0
432855	0	0	0	0	0	0	0	0	0
432860	0	0	0	0	0	0	0	0	0
432867	0	0	0	0	0	0	0	0	0
432870	4	1	0	3	1	0	0	1	0
432879	0	2	0	2	2	0	0	2	0
432910	0	0	0	0	0	0	0	0	0
432939	1	3	0	10	1	2	1	3	1
432940	193	424	185	99	142	131	144	112	168
432945	0	0	0	0	0	0	0	0	0
432950	0	3	0	0	2	2	1	0	2
432956	0	0	0	0	0	0	0	0	0
432958	0	0	0	0	0	0	0	0	0
432964	0	0	0	0	0	1	0	0	0
432982	10	79	5	2	0	0	1	0	0
432985	0	0	0	0	0	0	0	0	0
432986	0	0	0	0	0	0	0	0	0
432987	0	0	0	0	0	0	0	0	0
432989	0	0	0	0	0	0	0	0	0
432995	0	0	0	0	0	0	0	0	0
432999	3	4	1	1	0	3	2	1	0
433003	0	0	0	0	0	0	0	0	0
433004	0	0	0	0	0	0	0	0	0
433016	0	0	0	0	5	0	0	7	4
433022	6	20	12	6	1	4	14	10	2
433023	0	0	0	0	0	0	0	0	0
433031	0	0	0	0	0	0	0	0	0
433047	0	0	0	0	0	0	0	0	0
433064	0	0	0	0	0	0	0	0	0
433070	0	0	0	0	0	0	0	0	0
433082	6	11	0	1	6	1	4	2	0
433091	0	0	0	0	0	0	0	0	0
433099	0	2	0	0	0	0	1	1	0
433100	0	1	1	0	0	2	4	0	5
433102	0	0	0	0	0	0	0	0	0
433107	0	0	0	0	0	0	0	0	0
433111	0	0	0	0	0	0	0	0	0
433134	0	0	0	0	0	0	0	0	0
433171	0	0	0	0	0	0	2	0	0
433178	0	0	0	0	0	0	0	0	0
433180	0	0	0	0	0	0	0	0	0
433181	0	0	0	0	0	0	0	0	0
433182	8	6	3	4	10	5	7	3	7
433208	0	0	0	0	0	0	0	0	0
433215	0	0	0	0	1	0	0	0	0
433224	0	1	1	2	2	3	3	4	1
433247	0	0	0	0	0	0	0	0	0
433256	379	435	199	222	205	248	255	225	258
433273	1	4	0	0	2	0	1	1	0
433278	0	0	0	0	0	0	0	0	0
433281	0	0	1	0	1	2	1	0	1
433287	0	4	0	3	1	4	1	2	2
433292	0	0	0	0	0	0	0	0	0
433294	0	0	0	0	0	0	0	0	0
433297	31	32	32	28	43	76	28	19	51
433315	0	0	0	0	0	0	0	0	0
433319	0	1	0	2	0	0	1	1	2
433323	0	0	0	0	0	0	0	1	0
433332	0	0	0	0	0	0	0	0	0
433365	0	0	0	0	0	0	0	0	0
433367	0	3	1	1	0	0	0	0	0
433374	0	0	0	0	0	0	0	0	0
433375	853	1125	800	651	1557	1058	1340	991	1508
433384	0	0	0	0	0	0	0	0	0
433386	0	0	0	0	0	0	0	0	0
433406	1	2	0	0	0	1	0	0	0
433408	0	2	0	3	2	1	3	3	0
433416	0	0	0	0	0	0	0	0	0
433424	262	495	176	193	261	307	360	270	302
433426	0	0	0	0	0	0	0	0	0
433449	0	0	0	0	0	0	0	0	0
433466	45	41	29	20	32	23	26	31	29
433470	59	31	20	0	0	1	1	0	2
433481	0	0	0	0	0	0	0	0	0
433483	0	0	0	0	0	0	0	0	0
433485	0	1	0	0	0	0	0	0	0
433486	0	0	0	0	0	0	0	0	0
433490	0	0	0	0	0	0	0	0	0
433492	0	0	0	0	0	0	0	0	0
433502	0	0	0	0	0	0	0	0	0
433520	2	7	2	6	6	3	0	5	8
433586	88	77	105	86	142	64	104	137	139
433597	0	0	0	0	0	0	0	0	0
433619	0	0	0	0	0	0	0	0	0
433632	3	1	0	0	0	0	0	0	0
433634	0	0	0	0	0	0	0	0	0
433637	3	7	13	13	17	9	9	9	5
433638	36	29	32	50	68	28	53	56	91
433646	0	0	0	0	0	0	0	0	0
433653	0	0	0	0	0	0	0	0	0
433667	29	44	28	21	20	19	15	13	17
433693	107	126	122	136	300	276	216	232	334
433700	0	0	0	0	0	0	0	1	0
433702	127	239	112	113	88	114	145	117	145
433719	0	0	0	0	0	0	0	0	0
433745	3	2	2	4	2	3	6	2	5
433746	0	0	0	0	0	0	0	0	0
433748	0	0	0	0	0	0	0	0	0
433752	4	17	10	5	11	15	11	10	18
433759	78	112	56	104	141	164	108	122	113
433766	2	0	0	0	0	0	0	1	0
433771	380	380	237	229	205	145	204	298	250
433779	0	0	0	0	0	0	0	0	0
433791	32	40	22	16	20	3	10	32	22
433801	3	5	3	0	1	4	2	0	0
433804	0	0	0	1	0	0	0	0	0
433806	0	0	0	1	1	1	1	2	0
433809	0	0	0	0	0	0	0	0	0
433813	87	118	89	39	39	69	63	85	38
433855	0	1	0	3	0	0	0	0	0
433864	115	244	70	54	62	51	61	53	63
433868	0	0	0	0	0	0	0	0	0
433873	0	0	0	0	1	0	0	0	0
433874	1	0	0	0	0	0	0	0	0
433883	0	0	0	0	0	0	0	0	0
433899	0	0	0	0	0	0	0	0	0
433904	0	1	0	0	6	2	0	3	0
433926	0	0	4	2	0	1	5	10	1
433931	3	2	2	2	2	5	3	7	4
433938	0	0	0	0	0	3	1	0	0
433940	1	3	3	2	5	0	0	3	5
433944	0	0	0	0	0	0	0	0	0
433945	0	0	0	0	0	0	0	0	0
433956	12	21	5	9	14	24	22	12	17
433961	0	0	0	0	0	0	0	0	0
433966	0	0	0	1	7	0	0	2	7
433968	4	10	17	4	8	3	5	8	10
434008	0	0	0	0	0	0	0	0	0
434016	0	0	0	0	0	0	0	0	0
434017	0	0	0	0	0	0	0	0	0
434019	0	0	0	0	0	0	0	0	0
434024	0	0	0	0	0	0	0	0	0
434025	0	0	0	0	0	0	0	0	0
434028	0	0	0	0	0	0	0	0	0
434031	0	0	0	0	0	0	0	0	0
434033	0	0	0	0	0	0	0	0	0
434034	0	0	0	0	0	0	0	0	0
434036	0	0	0	0	0	0	0	0	0
434039	0	0	0	0	0	0	0	0	0
434040	0	0	0	0	0	0	0	0	0
434041	0	0	0	0	0	0	0	0	0
434050	99	110	63	56	23	34	18	49	33
434064	0	2	0	0	0	0	0	0	2
434065	0	0	0	0	0	0	0	0	0
434094	0	1	0	0	0	0	0	0	0
434110	0	0	0	0	0	0	0	0	0
434113	0	0	0	0	0	0	0	0	0
434117	0	0	0	0	0	0	0	0	0
434121	0	0	0	0	0	0	0	0	0
434123	0	0	0	0	0	0	0	0	0
434128	0	12	5	4	0	0	0	0	2
434130	0	0	0	0	1	0	0	0	0
434147	0	1	0	5	2	2	4	6	13
434156	25	59	28	12	22	29	32	20	36
434168	0	0	0	0	0	0	0	0	0
434171	0	0	0	0	0	0	0	0	0
434172	0	0	0	0	0	0	0	0	0
434175	0	0	0	0	0	0	0	0	0
434178	22	21	21	28	17	18	16	32	36
434179	5	4	6	2	8	3	7	13	10
434197	0	0	0	0	0	0	0	1	0
434198	0	0	0	0	0	0	0	0	2
434203	0	0	0	0	0	0	0	0	0
434204	138	181	136	97	109	100	94	97	118
434205	0	0	0	0	0	0	0	0	0
434215	0	0	0	0	0	0	3	1	0
434218	0	0	0	0	0	0	0	0	0
434219	1	0	0	13	0	0	3	7	2
434223	9	5	17	25	27	18	30	25	31
434232	4	9	12	3	3	4	1	2	8
434233	17	14	8	12	15	12	15	9	9
434234	19	29	12	24	28	41	26	32	46
434246	6	3	4	1	0	0	1	0	0
434249	0	2	0	0	1	0	2	0	0
434264	0	0	0	0	0	0	0	0	0
434279	0	0	0	0	0	0	0	0	0
434280	0	0	1	0	0	0	0	0	0
434285	0	0	0	0	0	0	0	0	0
434310	0	0	0	0	0	0	0	0	0
434325	15	2	18	36	65	24	36	34	48
434341	156	127	119	145	110	153	86	79	168
434350	0	8	1	4	8	3	3	0	2
434377	21	30	9	15	20	14	20	29	18
434394	1	1	1	0	3	4	0	2	1
434396	0	0	0	0	0	0	0	0	0
434401	2	1	0	0	0	1	0	1	1
434402	76	86	77	63	77	47	75	61	63
434410	1	20	0	0	0	0	0	0	1
434412	0	0	0	0	0	0	0	0	0
434423	0	0	0	0	0	0	0	0	0
434428	23	24	11	35	23	58	28	49	22
434434	6	1	1	2	4	1	0	0	1
434436	0	0	0	0	0	0	0	0	0
434437	0	0	0	0	0	0	0	0	0
434438	2	6	6	4	0	2	1	5	2
434439	0	0	0	0	0	0	0	0	0
434440	0	0	0	0	0	0	0	0	0
434459	0	0	0	0	0	0	0	0	0
434460	0	0	1	0	0	0	0	0	0
434484	38	62	20	34	27	36	17	18	43
434510	0	0	0	0	0	0	0	0	0
434540	0	0	0	0	0	0	0	0	0
434555	0	0	0	0	0	0	0	0	0
434586	0	0	0	0	0	0	0	0	0
434609	0	0	0	0	0	0	0	0	0
434624	0	3	0	1	0	0	0	1	1
434674	0	0	0	0	0	0	0	0	0
434676	0	0	0	0	0	0	0	0	0
434685	0	0	0	0	0	0	0	0	0
434689	0	0	0	0	0	0	0	0	0
434693	0	0	1	0	0	0	0	0	0
434701	0	0	0	0	0	0	0	0	0
434724	0	0	0	0	0	0	0	0	0
434725	0	0	0	0	0	0	0	0	0
434726	0	0	0	0	0	0	0	0	0
434727	0	0	0	0	0	0	0	0	0
434728	0	0	0	0	0	0	0	0	0
434729	0	0	0	0	0	0	0	0	0
434756	0	0	0	0	0	0	0	1	0
434758	0	0	0	0	0	0	0	0	0
434759	0	0	0	0	0	0	0	0	0
434760	0	0	0	0	0	0	0	0	0
434764	0	0	0	0	0	0	0	0	0
434766	0	0	0	0	0	0	0	0	0
434768	0	0	0	0	0	0	0	0	0
434769	0	0	0	0	0	0	0	0	0
434775	0	0	0	0	0	0	0	0	0
434778	0	1	0	0	0	0	0	0	0
434782	3	14	7	7	4	4	3	5	5
434784	0	0	0	0	0	0	0	0	0
434794	10	0	4	2	11	6	8	0	11
434795	0	1	0	0	0	0	0	0	0
434797	0	0	0	0	0	0	0	0	0
434800	0	0	0	0	0	0	0	0	0
434825	0	0	0	0	0	0	0	0	0
434843	0	15	0	0	0	1	3	0	0
434858	0	1	1	0	1	0	0	0	2
434863	0	0	0	0	0	0	0	0	0
434864	0	0	0	0	0	0	0	0	0
434865	0	0	0	0	0	0	0	0	0
434866	0	0	0	0	0	0	0	0	0
434869	0	0	0	0	0	0	0	0	0
434874	0	0	0	0	0	0	0	0	0
434879	0	0	0	0	0	0	0	0	0
434881	0	0	0	0	0	0	0	0	0
434903	0	0	0	0	0	0	0	0	0
434935	0	0	0	0	0	0	0	0	0
434960	0	0	0	0	0	0	0	0	0
435145	0	0	8	1	1	0	0	0	0
435206	0	0	0	0	0	0	0	0	0
435207	0	0	0	0	0	0	0	0	0
435273	0	0	0	0	0	0	0	0	0
435285	0	0	0	0	0	0	0	0	0
435286	0	0	0	0	0	0	0	0	0
435321	0	0	0	0	0	0	0	0	0
435328	0	0	0	0	0	0	0	0	0
435331	0	0	0	0	0	0	0	0	0
435337	0	0	0	0	0	0	0	0	0
435350	0	0	0	0	0	0	0	0	0
435366	0	0	0	3	0	0	0	0	0
435376	0	0	0	0	0	0	0	0	0
435391	0	0	0	0	1	0	0	0	0
435518	4	0	1	0	0	1	0	0	0
435528	0	0	0	0	0	0	0	0	0
435529	1	2	0	0	0	5	0	0	0
435626	0	0	0	1	0	0	0	3	3
435653	6	4	2	1	0	1	0	0	1
435684	4	4	4	10	9	6	4	3	11
435732	0	0	0	0	0	0	0	0	0
435755	0	0	0	0	0	0	0	0	0
435766	0	0	0	0	0	0	0	0	0
435784	0	3	0	0	1	0	0	0	0
435791	0	0	0	0	0	0	0	0	0
435802	0	0	0	0	0	0	0	0	0
435804	0	0	0	0	0	0	0	0	0
435811	0	0	0	0	0	0	0	0	0
435815	0	0	0	0	0	0	0	0	0
435818	0	0	0	0	0	0	0	0	0
435845	0	0	0	0	0	0	0	0	0
435864	0	0	0	0	0	0	0	0	0
435900	0	0	0	0	0	0	0	0	0
435916	0	0	0	0	0	0	0	0	0
435927	0	0	0	0	0	0	0	0	0
435940	0	0	0	0	0	0	0	0	0
435946	0	0	0	0	0	0	0	0	0
435947	0	0	0	0	0	0	0	0	0
435949	0	0	0	0	0	0	0	0	0
435951	0	0	0	0	0	0	0	0	0
435953	0	0	0	0	0	0	0	0	0
435965	0	1	0	1	0	0	2	0	1
435975	0	0	0	0	0	0	0	0	0
436002	0	0	0	0	0	0	0	0	0
436003	0	0	0	0	0	0	0	0	0
436008	0	0	0	0	0	0	0	0	0
436022	8	12	8	19	25	44	22	21	14
436049	0	1	0	1	1	4	1	1	4
436059	0	0	0	0	0	0	0	0	0
436062	0	0	0	0	0	0	0	0	0
436081	0	0	0	0	1	0	0	1	0
436090	0	0	0	0	0	0	0	0	0
436135	0	0	0	0	0	0	0	0	0
436188	0	0	0	0	0	0	0	0	0
436196	0	0	0	0	0	0	0	0	0
436199	0	0	0	0	0	0	0	0	0
436230	6	5	2	22	24	28	21	11	11
436240	0	0	0	0	0	0	0	0	0
436332	0	0	0	1	0	0	0	0	1
436336	0	2	1	0	0	0	0	0	0
436440	0	0	0	0	0	0	0	0	0
436467	0	0	0	0	0	0	0	0	0
436468	0	0	0	0	0	0	0	0	0
436479	0	0	0	0	0	0	0	0	0
436522	0	0	0	0	0	0	0	0	0
436523	0	0	0	0	0	0	0	0	0
436539	0	0	0	0	0	0	0	0	0
436545	0	0	0	0	0	0	0	0	0
436583	0	1	0	0	0	1	0	0	0
442795	0	0	0	0	0	0	0	0	0
442796	0	0	0	0	0	0	0	0	0
442798	0	0	0	0	0	0	0	0	0
442799	0	0	0	0	0	0	0	0	0
442801	0	0	1	0	0	0	0	0	0
442802	6	2	0	0	3	1	6	1	12
442803	0	0	0	0	0	0	1	1	0
