"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene","significance"
2762.12254076084,1.91178750314088,0.281719263777696,1.49642812271113e-12,7.307898982829e-11,"Ccl5","Up in Mutant"
256.590196834279,1.3254921052449,0.19488059709625,1.84488611166129e-12,8.88786349739527e-11,"Cenpb","Up in Mutant"
116.908599784581,1.86248327376841,0.277226666323082,2.15979716704819e-12,1.0266235867369e-10,"1700003F12Rik","Up in Mutant"
130.033016870039,1.28198692078594,0.189260197472463,2.26461445832149e-12,1.07168370051984e-10,"Def6","Up in Mutant"
31.0324361313084,2.14365431685619,0.321090892457627,2.4588528928819e-12,1.15847716693269e-10,"Arrdc3","Up in Mutant"
221.316403655503,1.22130213035323,0.180423780874363,2.50361028816332e-12,1.1743908785924e-10,"Trappc5","Up in Mutant"
375.732742604435,4.22381366303862,0.629498709698632,2.58975291253139e-12,1.20949377290494e-10,"Dusp2","Up in Mutant"
317.65376269348,1.36583967942571,0.202672659047539,2.80697843876456e-12,1.29111199048333e-10,"Bcl2a1b","Up in Mutant"
88.625761484143,2.03223962181597,0.304827117252024,3.09402575775282e-12,1.40811087145389e-10,"Gch1","Up in Mutant"
285.44572350126,1.57093040259196,0.234807482970334,3.39791205827358e-12,1.52691888500991e-10,"Filip1l","Up in Mutant"
271.19643747286,1.05783449994069,0.157437477261054,4.27714969591182e-12,1.8747588523679e-10,"Wdr43","Up in Mutant"
191.048648804694,2.35547490736551,0.360261440477066,7.23076340219253e-12,3.05664089274502e-10,"A130040M12Rik","Up in Mutant"
16.4954427145208,4.48782951428959,0.685625207701187,7.9215279523071e-12,3.32779858198269e-10,"Clec4e","Up in Mutant"
77.0208034726019,2.31991127056229,0.355682113241131,8.06142736005081e-12,3.36785021936498e-10,"Irak3","Up in Mutant"
539.983519151077,1.40271162806986,0.213682133895806,8.90493971037619e-12,3.70577160320908e-10,"Zfand5","Up in Mutant"
293.734270153302,1.3498852073733,0.206075634926801,9.74373937236999e-12,4.02352481032807e-10,"Prmt1","Up in Mutant"
140.544355582629,1.29031904153266,0.196962030901521,1.00990973659491e-11,4.15422485880097e-10,"Tbl3","Up in Mutant"
1554.54823667818,1.66653921547679,0.256064638816372,1.10092218035157e-11,4.51125008385441e-10,"Id2","Up in Mutant"
301.29632297351,1.70243307228006,0.262438177218071,1.22079645482982e-11,4.9833656810706e-10,"Snord104","Up in Mutant"
2484.01557550014,1.28340388818197,0.196659181386183,1.29608148114289e-11,5.23078922295215e-10,"Cd14","Up in Mutant"
14.7753298499476,3.96897050973315,0.615565599840703,1.48498036879539e-11,5.90403904991327e-10,"Lama5","Up in Mutant"
656.504493153166,1.37610996325849,0.21202015500458,1.48269349017364e-11,5.90403904991327e-10,"Mat2a","Up in Mutant"
273.303413157166,1.1107599882888,0.170717577889527,1.74208358393585e-11,6.84984703315952e-10,"Degs1","Up in Mutant"
19.7882738105155,3.48955317097751,0.547252693322725,1.91225554750553e-11,7.46407776663198e-10,"Bcl2a1d","Up in Mutant"
78.4498845375582,2.13911664039312,0.337019078495751,2.34005901862797e-11,8.97022623807387e-10,"Lgals3","Up in Mutant"
117.518930606597,1.43877792573082,0.224908919838727,2.50377128199716e-11,9.52947824233438e-10,"Tsr1","Up in Mutant"
1312.93136127223,1.09645935109472,0.170394953195687,2.89897764294959e-11,1.09556769934084e-09,"Rnf149","Up in Mutant"
21.9736300947272,4.20891101320336,0.663635688710781,3.0515181478568e-11,1.14915445744114e-09,"Crtam","Up in Mutant"
289.373247061368,1.01692254007413,0.158615578011005,3.65946548304908e-11,1.36369279934529e-09,"Eif6","Up in Mutant"
191.864061767654,1.71060065042935,0.270936529130204,3.78313258900444e-11,1.40488204997925e-09,"Kdm6b","Up in Mutant"
308.843293003666,1.24336480485279,0.19613411508527,4.47136981059234e-11,1.64901034911328e-09,"Nhp2","Up in Mutant"
58.9348212180944,1.62827053938518,0.260200937740002,5.00221443839146e-11,1.83214669241769e-09,"Pwp2","Up in Mutant"
